148.5,1599231300000,0
151.18,1599231360000,0
152.1,1599231420000,0
158.64,1599231480000,0
152.36,1599231540000,0
152.0612244897959,1599231600000,0
153.36,1599231660000,0
163.77551020408163,1599231720000,0
160.825,1599231780000,0
162.12,1599231840000,0
162.16,1599231900000,0
162.5,1599231960000,0
1.0,1600691880000,0
1.0,1600691940000,0
1.0,1600692000000,0
1.0,1600692060000,0
1.0,1600692120000,0
137.66666666666666,1600694700000,0
289.71794871794873,1600694760000,0
361.97297297297297,1600694820000,0
360.64285714285717,1600694880000,0
238.5,1600695060000,0
316.73333333333335,1600695120000,0
297.42857142857144,1600695180000,0
179.0,1600700760000,0
230.14285714285714,1600701000000,0
178.25,1600701060000,0
233.34,1600701120000,0
228.20689655172413,1600701180000,0
