149.91304347826087,1599231240000,0
150.6,1599231300000,0
149.98,1599231360000,0
150.88,1599231420000,0
157.2,1599231480000,0
151.1,1599231540000,0
150.83673469387756,1599231600000,0
152.06,1599231660000,0
162.3469387755102,1599231720000,0
159.35,1599231780000,0
161.06,1599231840000,0
161.18,1599231900000,0
161.39473684210526,1599231960000,0
0.8571428571428571,1600691880000,0
1.0,1600691940000,0
1.0,1600692000000,0
0.9791666666666666,1600692060000,0
1.0,1600692120000,0
136.33333333333334,1600694700000,0
287.3076923076923,1600694760000,0
357.2972972972973,1600694820000,0
356.1333333333333,1600694880000,0
237.0,1600695060000,0
313.02222222222224,1600695120000,0
292.95238095238096,1600695180000,0
176.5,1600700760000,0
227.23809523809524,1600701000000,0
176.25,1600701060000,0
229.24,1600701120000,0
224.0,1600701180000,0
