102.75,1599231120000,0
103.1,1599231180000,0
100.98,1599231240000,0
101.65306122448979,1599231300000,0
101.58,1599231360000,0
101.7,1599231420000,0
107.34,1599231480000,0
101.54,1599231540000,0
101.72,1599231600000,0
102.40816326530613,1599231660000,0
108.58,1599231720000,0
107.85,1599231780000,0
106.86,1599231840000,0
106.6,1599231900000,0
107.05128205128206,1599231960000,0
1.0,1600691880000,0
1.0,1600691940000,0
1.0,1600692000000,0
1.0,1600692060000,0
1.0,1600692120000,0
86.66666666666667,1600694700000,0
286.79487179487177,1600694760000,0
333.8378378378378,1600694820000,0
329.3333333333333,1600694880000,0
228.33333333333334,1600695060000,0
302.4222222222222,1600695120000,0
272.1904761904762,1600695180000,0
173.33333333333334,1600700760000,0
234.45454545454547,1600701000000,0
173.75,1600701060000,0
234.38,1600701120000,0
221.48275862068965,1600701180000,0
