293.3829787234043,1599231240000,0
296.64,1599231300000,0
293.32,1599231360000,0
295.14,1599231420000,0
307.58,1599231480000,0
289.62,1599231540000,0
294.32,1599231600000,0
295.7142857142857,1599231660000,0
309.8775510204082,1599231720000,0
294.175,1599231780000,0
295.84,1599231840000,0
300.88,1599231900000,0
301.42105263157896,1599231960000,0
1.0,1600691880000,0
1.0,1600691940000,0
1.0,1600692000000,0
1.0,1600692060000,0
1.0,1600692120000,0
300.6666666666667,1600694700000,0
479.28205128205127,1600694760000,0
509.1621621621622,1600694820000,0
510.06666666666666,1600694880000,0
504.0,1600695060000,0
472.1333333333333,1600695120000,0
414.3809523809524,1600695180000,0
359.3333333333333,1600700760000,0
362.76190476190476,1600701000000,0
361.5,1600701060000,0
346.62,1600701120000,0
328.37931034482756,1600701180000,0
